DEFAULT,yrsaddrs,age,crcdebt,yremploy,income,mrtgebal,BranchID,ncustbrch,CustID,Education,ATMpcent,onlinefreq,othdebt,carvalue
Yes,5,39,2.592735457,7,38.32974537,227,115,8112,1714,some college,29.78867187,7.844451062,4.922138137,20.44631671
Yes,6,29,6.737910691,5,47.7812864,647,115,8112,1715,some college,28.40926522,1.351403247,6.429474352,25.21168827
No,3,25,0.55618807,2,21.55107586,746,115,8112,1716,postgrad degree,31.39677927,19.40689175,3.425050803,34.43011266
Yes,9,29,1.698371672,8,45.44373481,310,115,8112,1717,some college,34.58393642,3.582239099,4.663955943,18.49918847
No,6,71,3.08553674,16,36.16608646,751,115,8112,1718,undergrad degree,24.46635164,1.841287889,0.340075987,13.2924865
No,7,58,24.00767392,24,151.0340873,228,115,8112,1719,high school incomplete,30.5693111,3.889527692,23.78368803,23.92801048
No,8,34,2.382107139,9,58.11670991,341,115,8112,1720,high school,56.03959185,7.814682205,0,33.23392663
Yes,4,31,0.102802985,5,55.8630155,1296,115,8112,1721,undergrad degree,22.64226041,2.028031826,1.00717234,21.80039958
Yes,7,31,6.861461593,7,42.23588277,482,115,8112,1722,undergrad degree,29.05394217,6.007399572,8.937169396,9.691349555
Yes,6,45,0.590062066,10,31.69412934,359,115,8112,1723,some college,27.94413657,3.212607382,1.307672857,18.1117872
Yes,6,67,5.866655551,15,25.19296646,901,115,8112,1724,high school,35.06986565,2.994178568,9.026639749,18.02558591
No,13,38,0.828988783,14,63.85975785,653,115,8112,1725,postgrad degree,17.51624874,4.728496003,2.143668674,19.54254416
Yes,5,25,10.45092266,4,30.88792299,473,115,8112,1726,some college,36.97799782,7.579170284,6.100284442,37.12278693
Yes,4,27,3.584843264,3,30.5558991,674,115,8112,1727,postgrad degree,24.5770966,10.68920573,8.528677055,23.45759141
No,3,55,1.283279071,10,28.88133103,266,115,8112,1728,postgrad degree,17.77290136,2.498325177,0.132055293,9.916200598
No,13,29,1.259840773,11,136.759965,195,115,8112,1729,some college,66.4708755,4.118253811,0,6.972516483
Yes,0,22,1.067081938,1,23.91826392,206,115,8112,1730,some college,58.92303894,3.977694679,5.954639999,32.28510512
Yes,4,26,1.258097965,3,21.27030863,310,115,8112,1731,undergrad degree,26.89143272,6.892387314,0.794562843,30.05761979
No,14,34,5.91208315,14,100.0499966,519,115,8112,1732,postgrad degree,38.46312801,1.601146275,8.095778122,6.689184221
No,5,38,2.596047996,7,28.21218604,397,115,8112,1733,some college,19.52737613,8.167062499,4.846971843,20.88814223
Yes,6,36,5.29301471,7,32.12897922,409,115,8112,1734,some college,45.58932403,6.585790342,5.341922318,23.23432514
No,9,46,2.632277046,13,48.57403565,432,115,8112,1735,some college,86.92899141,9.2370137,1.006973411,21.84924504
No,14,41,2.120455743,16,71.46819774,357,115,8112,1736,postgrad degree,62.81848049,5.876013714,2.3550918,33.00475135
No,6,33,1.088254318,6,33.42752224,153,115,8112,1737,undergrad degree,53.1003236,5.953678403,0.497288925,22.92049146
No,13,42,0.089673952,15,70.66917518,479,115,8112,1738,some college,34.91751158,5.290558057,0,19.56306465
Yes,3,31,1.27510391,4,59.92986615,317,115,8112,1739,some college,24.30535249,1.280177217,2.532440712,17.88216255
No,12,60,21.54956763,25,93.32708648,208,115,8112,1740,some college,58.50354144,5.588665752,19.67261443,15.93111411
Yes,5,27,2.111154235,4,34.83362376,307,115,8112,1741,some college,49.53360454,2.355730232,5.260020274,32.30931046
No,13,50,2.09743408,17,65.50573405,554,115,8112,1742,some college,39.52586354,0.998064318,0,18.86996108
No,17,31,5.96859379,15,77.16448853,304,115,8112,1743,some college,28.38382384,3.37734489,1.249771685,16.75432011
Yes,3,40,3.193087282,6,101.114081,726,115,8112,1744,some college,86.00282536,5.290796748,7.468880733,12.77464206
No,3,47,2.128979397,7,23.70941602,443,115,8112,1745,postgrad degree,23.05865794,3.611379866,5.820714059,14.89937865
No,2,69,1.3979062,12,21.71964315,323,115,8112,1746,some college,54.37922034,8.954242273,2.8285704,25.77138824
No,5,38,1.020737294,8,302.9449608,139,115,8112,1747,some college,41.70741336,5.4834051,3.464422131,22.79943526
No,11,31,2.80177563,10,81.6152735,381,115,8112,1748,some college,18.61204049,6.363532879,7.518202142,20.16907407
No,9,46,1.977785561,12,48.77397373,465,115,8112,1749,high school,30.47872248,3.852637829,4.182217638,18.78854609
Yes,1,26,1.922981813,1,34.97128828,155,116,12849,1750,undergrad degree,17.72810717,4.905234133,1.995897005,33.52534502
No,8,50,4.041883932,12,38.49414404,428,116,12849,1751,some college,31.41661153,1.982938375,5.006686397,18.36207409
No,11,-2,0.507743479,62,62.9295326,197,116,12849,1752,some college,39.03638957,1.739016687,2.129388607,12.43947804
Yes,2,66,3.018888496,12,19.80221257,321,116,12849,1753,high school,43.14430395,5.921259932,0.820946818,17.61664833
No,9,29,8.248725299,8,52.43416156,105,116,12849,1754,some college,33.68256638,2.639169003,8.196859127,31.49704991
Yes,7,50,1.929456305,12,43.39109548,200,116,12849,1755,some college,87.19576992,5.742160861,3.080591856,9.382123664
Yes,8,50,1.579949811,13,53.47152827,534,116,12849,1756,some college,55.63157267,5.207379343,2.08240334,28.98425436
No,14,43,1.279916157,16,74.68222168,249,116,12849,1757,undergrad degree,39.79744702,9.307499902,3.389175577,26.56390234
Yes,2,35,2.025525954,4,24.54683037,465,116,12849,1758,some college,21.98361952,1.785100813,0.43839597,22.35510286
No,8,68,4.450218855,17,37.07228822,439,116,12849,1759,some college,17.8634779,6.402027565,8.220651966,33.32510344
Yes,7,45,2.123002978,11,46.93208564,263,116,12849,1760,some college,29.67585741,2.332027408,6.701633844,13.01378085
Yes,9,41,3.014178856,11,45.40653693,184,116,12849,1761,undergrad degree,36.74325696,2.775796749,0,15.45892407
Yes,2,31,3.056220551,3,24.15950222,283,116,12849,1762,some college,82.71952873,4.53544641,1.08856565,22.36982204
No,8,44,1.635322082,12,43.96742241,470,116,12849,1763,some college,17.68652263,8.131782529,0,3.992576076
No,1,50,5.414564871,7,33.90296764,382,116,12849,1764,some college,92.20253809,2.322078757,7.511881734,9.600901508
No,14,28,1.084856614,12,73.49217774,587,116,12849,1765,undergrad degree,32.43377047,2.230461985,0,21.47745864
No,1,51,1.863658604,28,25.7394308,305,116,12849,1766,undergrad degree,18.68923803,4.071928169,6.065906172,6.130155239
No,8,57,2.279937636,26,47.35272239,260,116,12849,1767,high school,45.46143247,8.923169185,0,33.3465161
Yes,7,38,4.849955616,9,60.86519765,252,116,12849,1768,high school incomplete,35.58515402,7.031830084,4.41024849,18.75726702
Yes,7,44,0.891114241,10,54.08071268,661,116,12849,1769,undergrad degree,30.90039895,4.106497756,0,19.56787481
No,12,39,1.704670664,13,68.8587345,236,116,12849,1770,some college,78.28190941,19.17274222,0.555417922,29.12268491
No,4,40,4.22115078,7,51.36916392,124,116,12849,1771,some college,41.96115698,5.280744271,4.832764602,22.64904144
Yes,0,22,10.34305004,0,12.16450637,384,116,12849,1772,undergrad degree,26.26051748,6.897461133,12.71561264,14.89593586
Yes,7,29,4.983463952,7,44.44029123,304,116,12849,1773,high school,57.62027789,1.597040984,2.658521626,36.93854443
No,13,29,0.979933411,12,65.23304335,471,116,12849,1774,some college,37.51228505,7.818521519,0,23.46100289
Yes,7,32,2.977622596,7,45.75751614,1203,116,12849,1775,high school incomplete,65.12599377,9.347823005,5.225781638,12.66128141
No,7,32,1.48019985,7,98.18862388,525,116,12849,1776,high school,60.64860997,1.635833003,1.811391285,25.69318845
No,9,29,0.394357121,8,41.3545163,202,116,12849,1777,some college,24.69870058,9.426971765,0.361142438,5.085436533
No,12,66,0.682709538,20,80.13775707,101,116,12849,1778,some college,34.02380639,1.357636608,3.818317935,28.03303288
Yes,3,21,0.790785388,1,33.86589882,971,116,12849,1779,some college,44.66515514,6.712706481,3.609350172,28.09541537
No,23,41,0.182695994,23,128.9691463,286,116,12849,1780,undergrad degree,28.9773989,5.603100094,0,14.58269512
No,7,39,0.667718703,9,76.36796948,1115,116,12849,1781,high school,25.16675689,8.495223326,4.51425058,28.24751107
Yes,1,20,3.087444078,0,11.96402815,258,116,12849,1782,some college,19.19327368,3.974174096,3.096601081,17.87824978
No,16,32,24.47315481,15,77.52729167,642,116,12849,1783,postgrad degree,48.55551715,6.385032268,21.37450551,34.15910019
No,3,49,2.858603901,8,54.83991371,165,116,12849,1784,high school,23.6402178,7.48333064,5.976989485,10.03638891
Yes,2,32,1.565661236,3,30.55572408,257,116,12849,1785,some college,29.89779234,4.266268027,0,16.58504265
Yes,1,39,1.683087177,4,25.63598788,995,116,12849,1786,high school,38.92523057,3.602179786,4.330327959,10.00130465
No,6,26,3.436584958,5,38.88456172,561,116,12849,1787,undergrad degree,59.74415906,5.245164271,0.650484341,11.72640191
No,11,39,2.817474947,13,76.04830426,271,116,12849,1788,some college,40.0991109,2.625218946,3.495355758,22.61246162
No,8,29,1.863449222,8,43.69435421,257,116,12849,1789,high school,65.08186556,1.241705097,3.929191234,11.85991443
Yes,12,34,0.946061043,12,66.26643239,183,116,12849,1790,high school,36.56529358,5.848080979,0,33.13485808
No,5,27,1.407699673,4,44.75069331,244,116,12849,1791,some college,64.75276967,1.889202496,0,33.28292319
Yes,1,23,6.13573974,0,20.52313789,394,116,12849,1792,undergrad degree,63.90536741,5.619983786,3.925051573,20.29571215
No,3,50,0.173971733,9,25.41814355,552,116,12849,1793,undergrad degree,61.39335191,6.158582507,0,18.70725225
No,2,25,6.820720251,2,22.0960511,288,116,12849,1794,some college,63.06329778,3.144137606,2.119543969,20.20271175
Yes,4,22,0.337203837,2,33.20753025,374,116,12849,1795,some college,15.49495959,5.267510338,0,27.42366663
No,4,45,3.534015955,8,24.39372352,140,116,12849,1796,postgrad degree,28.68212442,4.67438637,4.853790922,33.79099113
No,4,34,4.944377018,6,65.21468862,219,116,12849,1797,some college,43.74778328,13.27440377,4.867413187,24.13829489
No,1,70,3.609055827,12,21.64962435,743,116,12849,1798,high school incomplete,91.1519943,3.81197155,6.270157482,24.66648166
No,11,58,1.678809318,17,49.37115392,180,116,12849,1799,some college,50.10406706,4.958982544,0,23.55986903
No,11,27,3.737656947,9,71.21306609,324,117,7586,1800,postgrad degree,14.34816181,3.207149443,7.874569026,7.944354161
No,10,28,5.000504057,9,51.92842874,187,117,7586,1801,postgrad degree,49.34947569,8.412053627,4.362100433,25.18053831
Yes,1,20,0.579618979,0,14.12171934,388,117,7586,1802,some college,53.63761396,8.843692244,0.269398184,9.062490195
No,11,45,3.674218376,14,53.88968881,318,117,7586,1803,some college,34.92865313,3.602524996,2.216104507,18.43300711
No,17,34,2.053621088,16,91.29589387,410,117,7586,1804,undergrad degree,35.51768002,6.574417753,4.969734171,34.97052927
No,9,26,0.90717703,7,44.06235117,169,117,7586,1805,high school,64.75579486,3.892714523,4.195273286,21.43689383
Yes,10,38,3.562922553,11,109.4958429,174,117,7586,1806,some college,61.79010063,4.664524774,5.334524343,16.14337331
No,2,50,1.368174236,31,61.22691623,117,117,7586,1807,some college,14.21330699,17.06237472,3.842517164,10.82530178
No,3,30,0.641906876,4,55.84341178,369,117,7586,1808,some college,42.43902476,1.211918905,4.426956379,9.916927358
Yes,6,23,2.383156955,5,42.70869758,140,117,7586,1809,some college,43.21968302,1.367789504,5.245401361,25.41333635
Yes,3,28,1.864726959,3,22.40448058,953,117,7586,1810,some college,23.48876358,4.122450056,0,27.11192484
No,4,34,2.816583605,6,34.23587296,207,117,7586,1811,some college,32.08066782,8.661277332,2.932662425,30.27693223
Yes,1,28,5.148609072,1,56.43442542,509,117,7586,1812,postgrad degree,31.73031856,4.297892619,3.412644989,17.13844196
No,9,25,0.537075701,7,45.55220381,350,117,7586,1813,postgrad degree,82.812943,0.499854901,0,13.16281095
No,19,37,8.415295332,18,85.60415065,456,117,7586,1814,some college,55.32130301,11.18770821,11.94625627,15.56613814
Yes,5,22,1.248453588,3,49.77608105,903,117,7586,1815,some college,26.5216972,1.728702098,2.684260795,10.48026113
No,10,46,1.730131245,14,62.08083637,392,117,7586,1816,high school,53.20061397,3.158324767,3.981702714,21.38567365
Yes,2,38,2.109479948,5,41.38511234,549,117,7586,1817,some college,34.39687911,0.739009463,5.912256173,18.38551466
No,12,29,0.452803309,10,49.66032152,600,117,7586,1818,high school,71.36437135,4.817406822,0,33.09907084
No,10,50,3.099678891,14,53.23535609,744,117,7586,1819,high school,79.88522566,9.013219558,1.213627259,18.67193681
Yes,1,33,9.662929054,2,22.50933468,829,117,7586,1820,some college,23.96332763,4.93055968,13.06473732,11.50496042
No,10,49,2.450203474,14,53.11900962,299,117,7586,1821,high school,54.04325735,10.88636501,0.814099131,4.350419858
No,3,43,0.600086217,6,23.41816512,1390,117,7586,1822,some college,28.59704123,3.293598888,0.900170511,15.38087292
Yes,4,22,0.519587664,3,74.37554566,349,117,7586,1823,some college,71.39674024,12.88005428,0,25.97812102
No,12,28,0.350423502,10,96.42871746,903,117,7586,1824,high school,93.06642703,6.57774151,4.851434002,25.85275597
Yes,5,29,5.096936453,5,106.3958761,488,117,7586,1825,high school,24.80412003,2.836078785,7.941004088,17.77478208
No,7,29,4.0111621,7,56.7155512,210,117,7586,1826,high school,33.69750421,8.396170578,8.440990246,15.68127716
Yes,5,26,1.658162058,4,125.5742559,561,117,7586,1827,some college,47.46523526,8.248841086,0.353884383,21.02194589
No,12,45,8.058746134,14,67.05873157,366,117,7586,1828,postgrad degree,29.0486056,9.42800676,6.350418916,17.01839517
No,5,27,6.769380775,4,28.67030605,256,117,7586,1829,high school incomplete,43.99564363,6.859581635,5.470651277,7.29346062
No,5,33,1.66794115,6,96.53100711,260,117,7586,1830,high school,33.38140959,9.064667616,0,27.29159022
No,12,32,1.299455421,11,121.5282784,399,117,7586,1831,postgrad degree,32.87672775,6.087958614,4.471674982,21.13988192
No,16,37,0.366709539,16,89.57736336,370,117,7586,1832,undergrad degree,61.33139699,2.123478179,0.971831243,16.33789478
No,13,32,0.244633891,13,106.7482342,674,117,7586,1833,some college,37.71312541,5.103108165,4.07086672,8.397071987
No,11,60,0.833079841,18,61.11506141,270,117,7586,1834,high school,44.2085228,3.532194981,5.182729563,15.04220995
No,21,34,3.715407232,20,112.0326158,434,117,7586,1835,some college,41.85212706,5.406768903,6.947031696,27.98774403
No,4,25,0.282780376,3,32.46430748,586,117,7586,1836,high school,43.53218766,8.890935933,4.340268675,30.34594783
No,6,26,2.816127041,5,34.06234396,298,117,7586,1837,high school incomplete,67.22013618,7.290354109,2.180408709,24.39537358
No,9,33,5.972251194,10,83.79330618,177,117,7586,1838,some college,21.26087203,4.088714969,8.573555802,27.13485513
Yes,8,32,1.819542531,8,46.59495109,710,117,7586,1839,some college,23.67024331,5.550280516,3.475306387,19.5360478
No,1,24,1.32695645,1,70.1601131,474,117,7586,1840,high school,15.35946593,12.53306818,0.917569114,19.31143448
No,10,62,0.141511876,18,65.41047508,755,117,7586,1841,some college,50.29100917,1.884576028,0.654589326,31.21954123
Yes,11,35,1.37737985,11,59.4049617,366,117,7586,1842,undergrad degree,35.18879103,5.845572204,1.616252166,17.47657639
No,10,34,1.346376579,11,59.58665863,295,117,7586,1843,high school,37.37983398,8.173214681,0,13.7344485
No,4,35,7.468447063,5,31.45367463,544,117,7586,1844,undergrad degree,23.11345074,4.17559841,10.17782134,10.94076185
Yes,4,29,2.028414483,4,40.07649178,308,117,7586,1845,postgrad degree,39.90136894,9.390420971,6.200212308,10.79408939
Yes,11,29,8.329684619,10,122.4901858,881,117,7586,1846,some college,22.93686859,0.717298269,11.52359159,26.71191955
Yes,10,31,1.042571433,10,91.18390157,172,117,7586,1847,some college,25.03538782,3.3640663,3.434996391,18.54382726
No,14,59,5.752485585,29,63.96694364,465,117,7586,1848,undergrad degree,50.2476552,8.884316439,6.724280076,27.25893847
Yes,3,40,33.81424474,6,39.82199513,343,117,7586,1849,high school,64.64806941,3.156926515,35.18484505,23.45204675
Yes,5,54,0.96495287,11,35.63099315,229,118,12323,1850,undergrad degree,28.08954958,6.594457952,0,23.44273259
Yes,2,28,1.082484597,3,24.68095849,294,118,12323,1851,some college,92.14330274,10.14852684,0.796963212,27.29848603
No,8,34,3.947830831,9,63.94310014,157,118,12323,1852,some college,30.88166162,7.36519555,0,21.71493181
No,16,61,3.399900696,22,98.10858518,92,118,12323,1853,some college,32.09181736,5.655014152,8.28284413,9.054873681
No,2,23,3.651796042,1,29.41522958,154,118,12323,1854,some college,43.53646191,4.174391656,3.274830213,22.66718286
Yes,1,26,0.41284852,1,19.53185858,425,118,12323,1855,postgrad degree,47.37723309,2.001497838,0.398531363,16.11802669
Yes,0,21,1.853740107,0,27.40366744,251,118,12323,1856,some college,93.84850554,18.62554255,5.37268451,24.6922394
Yes,1,27,4.001185427,1,52.69223005,203,118,12323,1857,some college,16.8246108,6.279744148,3.536961047,30.51987141
No,9,32,15.57380534,9,66.4210344,479,118,12323,1858,some college,36.83423396,3.231603544,18.4226636,6.53079802
No,10,49,4.59816397,14,53.3863091,286,118,12323,1859,undergrad degree,14.67482202,2.570001832,0.200790792,37.07822935
Yes,5,46,3.714615852,9,44.31610834,552,118,12323,1860,undergrad degree,73.20924088,2.158779248,2.855971518,11.31375025
No,10,29,0.987804673,9,81.5574283,332,118,12323,1861,undergrad degree,21.65697266,0.869685044,0.38535489,31.96000938
No,6,29,1.219711738,6,77.2606506,320,118,12323,1862,some college,26.45435178,2.798285835,1.280214943,7.707034291
No,19,40,0.874288665,20,105.7111112,793,118,12323,1863,postgrad degree,25.07364393,7.07278998,0,26.47236703
Yes,1,23,2.175014156,0,18.59593203,274,118,12323,1864,some college,23.50899249,5.076031383,0,27.01736649
No,12,35,1.813014058,12,60.72538111,347,118,12323,1865,postgrad degree,27.64488422,4.344863024,5.453568481,22.69906069
No,12,46,1.966066297,15,64.17513718,184,118,12323,1866,some college,54.59395775,9.377956894,0,19.7697214
No,14,43,0.78292427,16,92.3157231,267,118,12323,1867,undergrad degree,36.72609542,8.14848876,0,13.11356941
Yes,1,20,2.540052216,0,95.7521177,146,118,12323,1868,some college,75.93822409,4.032180298,5.191694143,9.112388244
Yes,8,33,2.968176655,8,41.04688882,854,118,12323,1869,high school,47.99610551,7.716914347,5.37268451,31.77868985
Yes,15,42,1.501283396,16,78.39464286,696,118,12323,1870,undergrad degree,54.50549886,4.628908356,3.536961047,17.89661317
Yes,6,28,0.194839709,6,38.68035399,99,118,12323,1871,undergrad degree,92.60634842,2.794272639,18.4226636,24.10717004
No,11,32,10.49812449,11,73.00531866,336,118,12323,1872,postgrad degree,37.761297,14.90240234,6.709326284,20.79351253
Yes,7,62,3.134911505,15,55.94643477,410,118,12323,1873,high school,48.27906503,4.565391028,6.822010072,20.36732299
No,11,30,6.658344468,10,164.4959635,323,118,12323,1874,some college,38.71634746,1.327184356,7.322912368,36.80620479
No,3,40,1.664930814,6,38.03797452,351,118,12323,1875,some college,62.45994966,7.251764314,4.735996755,16.53224753
No,11,65,1.954248278,19,57.88500375,290,118,12323,1876,high school,45.86085692,3.905306396,0,5.929372227
No,4,25,5.302352359,3,62.7081722,222,118,12323,1877,some college,24.82424064,7.626115812,3.851127442,7.31119475
No,12,34,2.957220026,12,62.93657433,235,118,12323,1878,high school incomplete,51.97116912,7.917240121,0,17.4610403
No,7,44,1.422276595,10,38.56949796,300,118,12323,1879,undergrad degree,22.24203078,9.551924342,0.764702681,28.88545416
Yes,4,24,0.641842583,3,32.18594911,282,118,12323,1880,some college,68.84073878,7.472131081,0,23.29721893
No,9,48,1.126344265,13,57.76372868,223,118,12323,1881,some college,70.6754487,0.422353868,5.866851219,27.85432808
Yes,5,23,2.440630756,3,93.22039867,802,118,12323,1882,some college,27.88241688,3.408659469,6.709326284,32.98371966
Yes,9,35,2.320683449,10,68.47092344,370,118,12323,1883,undergrad degree,32.55918895,11.42145829,6.822010072,14.46802849
No,15,35,0.017111921,15,84.87528404,492,118,12323,1884,some college,23.41539571,9.730500965,2.667624911,26.8896034
Yes,5,50,0.634024396,10,36.83396694,295,118,12323,1885,postgrad degree,26.32319525,5.943770608,4.647477744,20.12826518
Yes,6,24,2.065494362,5,64.73895152,109,118,12323,1886,high school,28.60725781,4.27306127,5.923369639,18.26821365
Yes,6,25,4.717325365,5,83.43439461,319,118,12323,1887,undergrad degree,27.92391775,14.04461103,9.677655983,14.00506966
No,10,38,0.261139178,11,52.04637746,541,118,12323,1888,high school,41.31076349,2.808680315,0,32.47857837
No,5,37,2.367324178,7,34.13367556,545,118,12323,1889,some college,27.07236618,15.84454085,0,19.86688216
No,10,40,2.561265286,11,46.70158412,187,118,12323,1890,some college,45.18758937,4.753241227,5.560454464,25.21794344
Yes,8,28,6.667706975,7,53.40606388,47,118,12323,1891,high school,76.87477521,4.950882532,7.006860572,4.38416533
Yes,6,40,0.141296675,9,49.07388695,366,118,12323,1892,high school,55.86777651,3.480608115,0,16.77516909
No,11,7,1.435100671,51,69.61907303,242,118,12323,1893,some college,34.01655543,2.917309247,4.833256627,23.75547748
Yes,4,33,0.354570402,5,69.58819139,1077,118,12323,1894,postgrad degree,21.73282916,3.147735738,1.707019624,26.61470149
No,8,34,2.668961861,9,150.0427311,375,118,12323,1895,some college,31.21343443,14.19289484,6.709326284,31.31645707
No,8,29,2.806779768,8,38.21106744,119,118,12323,1896,some college,40.89872441,4.6931944,6.822010072,24.98134989
No,11,32,2.519702287,11,224.2526803,139,118,12323,1897,some college,26.58610039,2.051912917,6.853446668,26.2667335
No,9,34,2.069601809,9,66.85436791,516,118,12323,1898,postgrad degree,43.66789285,7.518688971,0,4.645189119
No,8,53,1.689290597,14,61.00897592,280,118,12323,1899,some college,13.80031826,1.796769298,3.992791239,21.84803561
No,11,28,0.865565016,10,80.08980778,257,118,12323,1900,undergrad degree,39.54521103,14.36189369,0,12.37911569
